user_id,gender,age,occupation,watched_count,a_optimal_k,b_optimal_k,c_optimal_k,avg_count_all,avg_count_genre_only,avg_count_no_genre
3202,F,18,4,92,3,5,3,30.67,18.4,30.67
3203,M,35,0,104,6,2,6,17.33,52.0,17.33
3204,M,45,16,27,8,2,8,3.38,13.5,3.38
3205,F,35,16,212,5,7,5,42.4,30.29,42.4
3206,M,18,20,72,6,3,6,12.0,24.0,12.0
3207,M,35,7,63,8,2,8,7.88,31.5,7.88
3208,M,25,14,276,7,2,7,39.43,138.0,39.43
3209,M,25,0,152,8,5,3,19.0,30.4,50.67
3210,F,45,0,94,7,3,7,13.43,31.33,13.43
3211,M,50,16,55,7,6,7,7.86,9.17,7.86
3212,F,25,17,19,4,6,4,4.75,3.17,4.75
3213,F,25,1,87,6,6,6,14.5,14.5,14.5
3214,F,56,7,24,5,2,5,4.8,12.0,4.8
3215,F,50,13,24,7,2,7,3.43,12.0,3.43
3216,M,35,1,197,8,8,8,24.62,24.62,24.62
3217,F,35,0,210,2,7,2,105.0,30.0,105.0
3218,M,56,6,45,7,5,7,6.43,9.0,6.43
3219,F,18,4,85,5,5,5,17.0,17.0,17.0
3220,M,35,7,42,4,9,4,10.5,4.67,10.5
3221,M,25,0,29,3,3,3,9.67,9.67,9.67
3222,M,35,7,13,2,3,2,6.5,4.33,6.5
3223,M,25,20,48,9,7,9,5.33,6.86,5.33
3224,F,25,14,718,7,2,7,102.57,359.0,102.57
3225,M,18,0,15,3,6,3,5.0,2.5,5.0
3226,M,35,4,78,4,6,4,19.5,13.0,19.5
3227,F,25,14,226,4,3,4,56.5,75.33,56.5
3228,M,25,14,98,9,6,9,10.89,16.33,10.89
3229,F,56,1,110,3,7,3,36.67,15.71,36.67
3230,M,35,16,103,4,6,4,25.75,17.17,25.75
3231,M,25,7,102,5,4,5,20.4,25.5,20.4
3232,M,35,12,43,6,3,6,7.17,14.33,7.17
3233,M,50,2,97,7,2,7,13.86,48.5,13.86
3234,F,1,0,10,4,9,4,2.5,1.11,2.5
3235,M,18,4,28,3,6,3,9.33,4.67,9.33
3236,M,18,15,17,9,7,9,1.89,2.43,1.89
3237,M,35,7,46,7,4,3,6.57,11.5,15.33
3238,M,35,7,22,9,7,9,2.44,3.14,2.44
3239,F,25,12,51,8,5,8,6.38,10.2,6.38
3240,M,18,4,98,2,5,2,49.0,19.6,49.0
3241,F,50,0,42,4,4,4,10.5,10.5,10.5
3242,M,50,13,136,5,4,5,27.2,34.0,27.2
3243,M,25,12,159,7,2,7,22.71,79.5,22.71
3244,F,18,4,14,4,3,4,3.5,4.67,3.5
3245,M,18,2,55,6,6,6,9.17,9.17,9.17
3246,F,35,1,121,5,5,7,24.2,24.2,17.29
3247,M,35,15,19,6,7,6,3.17,2.71,3.17
3248,F,25,7,55,7,6,7,7.86,9.17,7.86
3249,F,25,4,48,4,2,4,12.0,24.0,12.0
3250,M,25,4,83,6,7,6,13.83,11.86,13.83
3251,M,35,17,35,3,2,3,11.67,17.5,11.67
3252,M,50,0,27,6,9,6,4.5,3.0,4.5
3253,F,35,4,115,7,8,7,16.43,14.38,16.43
3254,F,35,6,20,2,3,2,10.0,6.67,10.0
3255,F,25,15,33,7,6,7,4.71,5.5,4.71
3256,M,25,15,39,2,8,2,19.5,4.88,19.5
3257,M,25,14,51,7,6,7,7.29,8.5,7.29
3258,M,45,6,31,6,6,4,5.17,5.17,7.75
3259,F,18,4,255,9,9,9,28.33,28.33,28.33
3260,M,25,4,153,6,6,6,25.5,25.5,25.5
3261,M,45,20,345,7,9,7,49.29,38.33,49.29
3262,M,25,14,61,7,6,7,8.71,10.17,8.71
3263,M,50,11,74,8,3,8,9.25,24.67,9.25
3264,F,25,1,16,2,5,2,8.0,3.2,8.0
3265,M,25,15,345,8,7,8,43.12,49.29,43.12
3266,F,25,4,93,4,6,4,23.25,15.5,23.25
3267,M,25,4,73,7,7,7,10.43,10.43,10.43
3268,M,25,12,45,9,2,9,5.0,22.5,5.0
3269,F,18,20,55,7,4,7,7.86,13.75,7.86
3270,M,18,11,76,7,6,7,10.86,12.67,10.86
3271,F,35,0,215,3,7,3,71.67,30.71,71.67
3272,M,35,0,518,8,4,8,64.75,129.5,64.75
3273,M,35,7,17,7,8,7,2.43,2.12,2.43
3274,M,25,20,139,6,7,6,23.17,19.86,23.17
3275,M,35,7,10,2,4,2,5.0,2.5,5.0
3276,M,25,20,17,7,2,7,2.43,8.5,2.43
3277,M,25,17,96,7,6,7,13.71,16.0,13.71
3278,M,35,7,32,2,3,2,16.0,10.67,16.0
3279,M,45,15,69,4,2,4,17.25,34.5,17.25
3280,M,25,7,432,7,4,6,61.71,108.0,72.0
3281,M,25,17,132,7,8,7,18.86,16.5,18.86
3282,M,45,3,13,2,6,2,6.5,2.17,6.5
3283,M,35,16,185,5,2,5,37.0,92.5,37.0
3284,M,25,6,28,5,2,5,5.6,14.0,5.6
3285,M,25,4,432,7,4,5,61.71,108.0,86.4
3286,F,35,7,20,4,4,4,5.0,5.0,5.0
3287,M,56,13,18,3,6,3,6.0,3.0,6.0
3288,M,25,14,17,7,4,7,2.43,4.25,2.43
3289,M,45,6,47,7,4,7,6.71,11.75,6.71
3290,M,25,14,116,6,3,6,19.33,38.67,19.33
3291,F,25,7,10,4,6,4,2.5,1.67,2.5
3292,F,50,6,573,9,9,5,63.67,63.67,114.6
3293,M,45,14,34,7,6,7,4.86,5.67,4.86
3294,M,18,4,70,8,8,8,8.75,8.75,8.75
3295,M,18,18,50,2,3,2,25.0,16.67,25.0
3296,M,18,14,46,6,6,6,7.67,7.67,7.67
3297,M,18,4,93,7,5,7,13.29,18.6,13.29
3298,M,1,10,22,3,4,6,7.33,5.5,3.67
3299,F,25,4,189,7,2,7,27.0,94.5,27.0
3300,M,35,5,231,5,3,5,46.2,77.0,46.2
3301,F,25,2,174,9,7,9,19.33,24.86,19.33
3302,M,25,17,53,7,7,7,7.57,7.57,7.57
3303,M,56,17,17,7,4,7,2.43,4.25,2.43
3304,F,45,5,101,7,7,7,14.43,14.43,14.43
3305,M,56,20,57,3,6,3,19.0,9.5,19.0
3306,M,45,14,32,4,6,4,8.0,5.33,8.0
3307,M,50,6,11,2,6,2,5.5,1.83,5.5
3308,F,18,20,486,5,5,7,97.2,97.2,69.43
3309,M,25,17,187,4,6,4,46.75,31.17,46.75
3310,M,45,14,39,3,5,3,13.0,7.8,13.0
3311,M,25,4,639,9,6,9,71.0,106.5,71.0
3312,F,18,4,443,7,9,5,63.29,49.22,88.6
3313,M,35,20,306,9,5,7,34.0,61.2,43.71
3314,M,25,7,230,5,9,5,46.0,25.56,46.0
3315,M,25,12,135,3,3,3,45.0,45.0,45.0
3316,M,1,19,24,6,6,6,4.0,4.0,4.0
3317,M,25,4,82,9,5,9,9.11,16.4,9.11
3318,M,56,13,45,2,6,2,22.5,7.5,22.5
3319,F,56,13,73,8,6,8,9.12,12.17,9.12
3320,M,25,1,372,3,5,3,124.0,74.4,124.0
3321,M,35,1,59,6,6,6,9.83,9.83,9.83
3322,F,18,4,31,7,6,7,4.43,5.17,4.43
3323,M,35,14,84,9,9,9,9.33,9.33,9.33
3324,M,35,17,13,3,6,3,4.33,2.17,4.33
3325,F,35,14,15,8,9,8,1.88,1.67,1.88
3326,M,45,7,24,8,4,8,3.0,6.0,3.0
3327,M,18,12,242,7,7,7,34.57,34.57,34.57
3328,M,56,19,186,7,8,7,26.57,23.25,26.57
3329,M,50,18,90,3,3,3,30.0,30.0,30.0
3330,F,35,1,14,6,6,6,2.33,2.33,2.33
3331,F,25,7,95,6,6,6,15.83,15.83,15.83
3332,M,25,7,70,5,7,5,14.0,10.0,14.0
3333,M,18,16,140,8,2,8,17.5,70.0,17.5
3334,M,35,0,67,7,4,7,9.57,16.75,9.57
3335,M,25,0,19,3,6,3,6.33,3.17,6.33
3336,M,35,17,488,8,2,9,61.0,244.0,54.22
3337,M,25,4,62,4,5,4,15.5,12.4,15.5
3338,M,45,16,29,6,7,6,4.83,4.14,4.83
3339,M,25,17,56,5,6,5,11.2,9.33,11.2
3340,M,45,16,88,2,5,2,44.0,17.6,44.0
3341,M,25,20,102,9,2,9,11.33,51.0,11.33
3342,F,25,5,45,7,7,7,6.43,6.43,6.43
3343,F,18,4,38,3,6,3,12.67,6.33,12.67
3344,M,35,0,35,5,7,5,7.0,5.0,7.0
3345,M,25,7,97,8,6,8,12.12,16.17,12.12
3346,M,35,7,133,7,8,7,19.0,16.62,19.0
3347,F,35,7,25,8,5,5,3.12,5.0,5.0
3348,M,45,16,27,7,3,7,3.86,9.0,3.86
3349,F,18,4,89,7,4,7,12.71,22.25,12.71
3350,F,18,0,34,6,9,6,5.67,3.78,5.67
3351,F,18,5,19,5,4,5,3.8,4.75,3.8
3352,M,35,0,56,2,5,2,28.0,11.2,28.0
3353,M,35,17,154,5,6,8,30.8,25.67,19.25
3354,M,25,7,25,4,5,4,6.25,5.0,6.25
3355,M,25,1,15,3,7,3,5.0,2.14,5.0
3356,M,35,7,136,4,7,4,34.0,19.43,34.0
3357,M,25,18,43,8,5,8,5.38,8.6,5.38
3358,F,25,1,158,8,7,8,19.75,22.57,19.75
3359,M,25,20,52,7,3,7,7.43,17.33,7.43
3360,F,25,0,43,8,6,8,5.38,7.17,5.38
3361,M,25,4,115,6,3,6,19.17,38.33,19.17
3362,F,25,0,58,9,5,9,6.44,11.6,6.44
3363,F,35,9,159,3,7,3,53.0,22.71,53.0
3364,M,56,13,57,7,4,7,8.14,14.25,8.14
3365,M,50,17,239,3,5,3,79.67,47.8,79.67
3366,M,35,14,19,8,4,8,2.38,4.75,2.38
3367,M,50,16,199,6,7,6,33.17,28.43,33.17
3368,M,25,14,68,7,5,7,9.71,13.6,9.71
3369,M,45,18,16,7,7,7,2.29,2.29,2.29
3370,M,18,4,132,9,3,9,14.67,44.0,14.67
3371,M,25,2,308,5,5,5,61.6,61.6,61.6
3372,M,56,13,20,4,4,4,5.0,5.0,5.0
3373,M,18,16,23,5,6,5,4.6,3.83,4.6
3374,M,35,5,65,9,5,9,7.22,13.0,7.22
3375,M,25,4,14,6,6,6,2.33,2.33,2.33
3376,M,35,16,16,8,6,8,2.0,2.67,2.0
3377,M,25,17,116,5,4,5,23.2,29.0,23.2
3378,M,18,4,158,7,9,5,22.57,17.56,31.6
3379,M,35,1,29,6,7,6,4.83,4.14,4.83
3380,M,50,0,270,7,4,7,38.57,67.5,38.57
3381,M,25,0,19,2,2,2,9.5,9.5,9.5
3382,F,1,10,36,7,9,7,5.14,4.0,5.14
3383,M,56,16,36,9,3,9,4.0,12.0,4.0
3384,M,35,7,87,3,8,3,29.0,10.88,29.0
3385,F,25,9,25,2,3,2,12.5,8.33,12.5
3386,M,18,4,101,6,6,6,16.83,16.83,16.83
3387,M,18,1,80,8,2,3,10.0,40.0,26.67
3388,F,25,1,13,6,3,6,2.17,4.33,2.17
3389,M,18,0,376,5,2,5,75.2,188.0,75.2
3390,F,45,20,112,7,6,7,16.0,18.67,16.0
3391,M,18,4,809,8,6,8,101.12,134.83,101.12
3392,M,50,6,25,7,8,7,3.57,3.12,3.57
3393,M,35,12,174,5,4,5,34.8,43.5,34.8
3394,M,35,7,192,7,6,7,27.43,32.0,27.43
3395,M,25,7,39,7,9,7,5.57,4.33,5.57
3396,M,25,12,17,9,3,9,1.89,5.67,1.89
3397,M,25,5,18,4,8,4,4.5,2.25,4.5
3398,M,18,20,30,3,6,3,10.0,5.0,10.0
3399,M,25,4,108,8,7,8,13.5,15.43,13.5
3400,M,25,14,158,5,2,5,31.6,79.0,31.6
3401,M,35,7,533,6,7,6,88.83,76.14,88.83
3402,M,35,20,189,4,9,9,47.25,21.0,21.0
3403,M,35,5,135,4,4,4,33.75,33.75,33.75
3404,M,25,8,22,5,6,5,4.4,3.67,4.4
3405,M,35,14,31,7,4,7,4.43,7.75,4.43
3406,F,25,7,28,7,8,7,4.0,3.5,4.0
3407,F,45,5,16,2,8,2,8.0,2.0,8.0
3408,M,25,17,75,6,8,6,12.5,9.38,12.5
3409,M,25,4,32,4,5,4,8.0,6.4,8.0
3410,M,35,1,479,8,8,8,59.88,59.88,59.88
3411,M,18,4,242,8,8,8,30.25,30.25,30.25
3412,M,25,18,199,6,6,6,33.17,33.17,33.17
3413,F,25,17,82,7,6,7,11.71,13.67,11.71
3414,M,25,17,203,8,5,8,25.38,40.6,25.38
3415,M,35,7,112,7,2,7,16.0,56.0,16.0
3416,M,25,12,310,7,2,7,44.29,155.0,44.29
3417,F,18,2,52,5,6,2,10.4,8.67,26.0
3418,F,18,3,136,4,2,4,34.0,68.0,34.0
3419,M,45,1,78,7,8,7,11.14,9.75,11.14
3420,F,25,7,138,8,5,8,17.25,27.6,17.25
3421,M,45,7,19,3,4,3,6.33,4.75,6.33
3422,M,25,5,280,9,7,9,31.11,40.0,31.11
3423,M,25,7,237,7,9,7,33.86,26.33,33.86
3424,M,25,6,45,4,7,4,11.25,6.43,11.25
3425,M,18,20,330,9,3,9,36.67,110.0,36.67
3426,M,25,20,67,6,4,6,11.17,16.75,11.17
3427,M,25,14,22,2,6,2,11.0,3.67,11.0
3428,M,45,1,109,7,4,7,15.57,27.25,15.57
3429,F,25,7,22,7,6,7,3.14,3.67,3.14
3430,F,45,1,260,4,9,4,65.0,28.89,65.0
3431,F,45,6,48,6,5,6,8.0,9.6,8.0
3432,M,25,12,89,6,9,6,14.83,9.89,14.83
3433,M,18,12,61,7,6,7,8.71,10.17,8.71
3434,M,18,4,113,5,2,5,22.6,56.5,22.6
3435,M,45,1,90,7,4,7,12.86,22.5,12.86
3436,M,35,0,131,3,3,3,43.67,43.67,43.67
3437,F,25,0,37,7,6,6,5.29,6.17,6.17
3438,F,25,0,56,5,4,5,11.2,14.0,11.2
3439,M,18,17,64,7,6,7,9.14,10.67,9.14
3440,M,56,17,15,3,2,3,5.0,7.5,5.0
3441,F,25,14,217,3,6,3,72.33,36.17,72.33
3442,M,18,12,119,7,7,7,17.0,17.0,17.0
3443,F,35,17,17,6,3,6,2.83,5.67,2.83
3444,M,50,14,74,8,8,8,9.25,9.25,9.25
3445,F,35,20,84,6,3,6,14.0,28.0,14.0
3446,M,25,7,19,8,2,8,2.38,9.5,2.38
3447,M,25,12,58,6,5,6,9.67,11.6,9.67
3448,F,18,3,19,2,9,2,9.5,2.11,9.5
3449,M,25,14,37,7,8,7,5.29,4.62,5.29
3450,M,25,5,129,3,7,3,43.0,18.43,43.0
3451,F,25,11,39,6,3,6,6.5,13.0,6.5
3452,M,25,14,56,4,6,4,14.0,9.33,14.0
3453,M,35,7,184,8,4,8,23.0,46.0,23.0
3454,M,18,0,227,6,9,9,37.83,25.22,25.22
3455,F,25,0,21,6,4,6,3.5,5.25,3.5
3456,M,25,17,43,3,2,3,14.33,21.5,14.33
3457,M,25,20,108,7,9,7,15.43,12.0,15.43
3458,M,45,0,100,4,7,4,25.0,14.29,25.0
3459,M,18,4,20,8,6,8,2.5,3.33,2.5
3460,M,1,4,50,7,4,7,7.14,12.5,7.14
3461,M,35,0,22,5,6,5,4.4,3.67,4.4
3462,F,25,4,376,7,5,7,53.71,75.2,53.71
3463,M,25,15,25,4,3,4,6.25,8.33,6.25
3464,F,25,14,235,7,7,7,33.57,33.57,33.57
3465,M,25,14,35,7,5,7,5.0,7.0,5.0
3466,M,25,14,29,7,7,7,4.14,4.14,4.14
3467,M,25,14,36,8,4,8,4.5,9.0,4.5
3468,M,25,20,41,6,3,6,6.83,13.67,6.83
3469,M,45,17,304,7,8,7,43.43,38.0,43.43
3470,M,35,17,58,7,3,7,8.29,19.33,8.29
3471,M,18,4,570,8,2,8,71.25,285.0,71.25
3472,M,25,6,28,7,5,7,4.0,5.6,4.0
3473,F,35,16,104,4,9,4,26.0,11.56,26.0
3474,M,35,11,127,4,7,4,31.75,18.14,31.75
3475,M,25,14,420,6,2,6,70.0,210.0,70.0
3476,M,50,0,426,6,3,6,71.0,142.0,71.0
3477,F,50,1,97,5,6,5,19.4,16.17,19.4
3478,M,25,7,53,8,5,2,6.62,10.6,26.5
3479,M,18,4,54,9,6,9,6.0,9.0,6.0
3480,M,25,0,42,3,6,3,14.0,7.0,14.0
3481,M,18,4,84,4,2,4,21.0,42.0,21.0
3482,M,50,17,45,7,2,7,6.43,22.5,6.43
3483,F,45,7,439,7,8,7,62.71,54.88,62.71
3484,M,18,4,133,5,5,5,26.6,26.6,26.6
3485,M,25,0,31,6,9,6,5.17,3.44,5.17
3486,F,18,0,56,8,3,8,7.0,18.67,7.0
3487,M,18,4,206,2,6,5,103.0,34.33,41.2
3488,M,45,17,14,3,3,3,4.67,4.67,4.67
3489,M,18,4,73,6,2,6,12.17,36.5,12.17
3490,M,25,0,157,5,8,5,31.4,19.62,31.4
3491,M,25,16,499,7,8,7,71.29,62.38,71.29
3492,M,35,7,42,7,3,7,6.0,14.0,6.0
3493,M,25,17,108,7,7,8,15.43,15.43,13.5
3494,M,25,1,21,6,4,6,3.5,5.25,3.5
3495,M,18,4,15,6,2,6,2.5,7.5,2.5
3496,M,35,5,18,3,7,3,6.0,2.57,6.0
3497,F,35,2,55,2,2,2,27.5,27.5,27.5
3498,M,25,17,79,7,7,7,11.29,11.29,11.29
3499,M,25,3,304,6,8,6,50.67,38.0,50.67
3500,M,35,7,41,3,6,3,13.67,6.83,13.67
3501,F,35,7,125,7,7,7,17.86,17.86,17.86
3502,F,18,7,22,4,2,4,5.5,11.0,5.5
3503,M,18,4,314,7,6,7,44.86,52.33,44.86
3504,M,18,7,129,6,8,6,21.5,16.12,21.5
3505,F,25,15,65,7,5,7,9.29,13.0,9.29
3506,M,18,12,45,7,6,7,6.43,7.5,6.43
3507,M,25,0,619,9,2,8,68.78,309.5,77.38
3508,M,18,4,27,4,2,4,6.75,13.5,6.75
3509,M,18,4,276,7,2,7,39.43,138.0,39.43
3510,F,18,4,53,5,7,5,10.6,7.57,10.6
3511,M,50,0,130,4,7,4,32.5,18.57,32.5
3512,M,18,17,275,6,4,6,45.83,68.75,45.83
3513,M,25,16,215,6,7,6,35.83,30.71,35.83
3514,M,18,12,42,3,4,3,14.0,10.5,14.0
3515,M,35,3,67,7,2,7,9.57,33.5,9.57
3516,M,18,4,109,5,5,5,21.8,21.8,21.8
3517,M,18,12,87,3,4,3,29.0,21.75,29.0
3518,F,18,7,336,8,6,3,42.0,56.0,112.0
3519,F,25,14,444,5,4,5,88.8,111.0,88.8
3520,M,25,0,186,4,7,4,46.5,26.57,46.5
3521,M,25,0,248,7,2,7,35.43,124.0,35.43
3522,M,18,0,37,4,2,4,9.25,18.5,9.25
3523,M,35,7,21,2,6,2,10.5,3.5,10.5
3524,F,25,0,106,3,6,3,35.33,17.67,35.33
3525,F,18,4,53,5,5,7,10.6,10.6,7.57
3526,M,35,2,654,7,5,7,93.43,130.8,93.43
3527,M,25,0,28,3,7,3,9.33,4.0,9.33
3528,M,35,5,68,7,6,7,9.71,11.33,9.71
3529,F,45,1,144,7,7,7,20.57,20.57,20.57
3530,M,25,0,12,7,3,7,1.71,4.0,1.71
3531,F,25,11,50,8,3,8,6.25,16.67,6.25
3532,F,35,14,80,7,6,7,11.43,13.33,11.43
3533,M,25,2,52,8,7,8,6.5,7.43,6.5
3534,M,35,17,29,7,9,7,4.14,3.22,4.14
3535,M,45,18,20,7,4,7,2.86,5.0,2.86
3536,M,18,4,109,8,8,8,13.62,13.62,13.62
3537,M,1,10,30,3,4,3,10.0,7.5,10.0
3538,M,35,0,114,8,5,8,14.25,22.8,14.25
3539,F,25,4,701,5,6,5,140.2,116.83,140.2
3540,M,18,17,156,7,7,7,22.29,22.29,22.29
3541,M,25,3,22,6,6,6,3.67,3.67,3.67
3542,M,25,15,16,5,4,5,3.2,4.0,3.2
3543,M,25,17,52,6,2,6,8.67,26.0,8.67
3544,F,25,4,19,4,5,4,4.75,3.8,4.75
3545,M,35,12,15,7,3,7,2.14,5.0,2.14
3546,M,25,20,258,6,2,6,43.0,129.0,43.0
3547,M,35,16,224,7,2,2,32.0,112.0,112.0
3548,M,45,7,18,2,3,2,9.0,6.0,9.0
3549,F,35,7,26,2,6,2,13.0,4.33,13.0
3550,M,25,5,237,7,7,7,33.86,33.86,33.86
3551,F,56,0,48,8,2,8,6.0,24.0,6.0
3552,F,35,2,9,4,5,4,2.25,1.8,2.25
3553,M,35,16,37,7,6,7,5.29,6.17,5.29
3554,M,25,15,18,7,5,7,2.57,3.6,2.57
3555,M,56,7,84,6,4,6,14.0,21.0,14.0
3556,M,25,17,81,7,2,7,11.57,40.5,11.57
3557,M,18,5,279,8,7,8,34.88,39.86,34.88
3558,M,18,17,214,9,7,9,23.78,30.57,23.78
3559,M,18,4,52,7,4,7,7.43,13.0,7.43
3560,F,25,6,88,3,9,9,29.33,9.78,9.78
3561,M,35,14,176,9,2,9,19.56,88.0,19.56
3562,F,25,6,455,7,6,7,65.0,75.83,65.0
3563,M,25,2,149,6,8,6,24.83,18.62,24.83
3564,M,25,11,105,5,3,5,21.0,35.0,21.0
3565,M,25,18,110,2,2,2,55.0,55.0,55.0
3566,M,45,0,19,8,6,8,2.38,3.17,2.38
3567,M,25,14,45,6,4,6,7.5,11.25,7.5
3568,M,25,0,68,6,7,6,11.33,9.71,11.33
3569,F,18,2,293,3,8,7,97.67,36.62,41.86
3570,M,35,12,20,3,4,3,6.67,5.0,6.67
3571,M,18,4,70,2,5,2,35.0,14.0,35.0
3572,M,35,11,63,7,6,7,9.0,10.5,9.0
3573,M,1,10,21,7,2,7,3.0,10.5,3.0
3574,F,35,6,115,7,3,3,16.43,38.33,38.33
3575,M,25,18,24,6,6,6,4.0,4.0,4.0
3576,M,50,7,349,4,4,4,87.25,87.25,87.25
3577,F,56,0,57,7,7,7,8.14,8.14,8.14
3578,M,50,3,179,8,7,5,22.38,25.57,35.8
3579,M,18,0,188,7,3,6,26.86,62.67,31.33
3580,F,18,3,46,8,6,8,5.75,7.67,5.75
3581,M,18,1,23,9,4,9,2.56,5.75,2.56
3582,F,35,0,71,8,2,8,8.88,35.5,8.88
3583,F,25,9,24,3,8,3,8.0,3.0,8.0
3584,M,18,0,44,9,2,9,4.89,22.0,4.89
3585,M,35,20,162,3,6,5,54.0,27.0,32.4
3586,M,35,20,96,9,6,9,10.67,16.0,10.67
3587,M,35,3,33,5,2,5,6.6,16.5,6.6
3588,M,25,2,151,7,6,7,21.57,25.17,21.57
3589,F,45,0,458,8,3,8,57.25,152.67,57.25
3590,F,18,15,304,7,2,7,43.43,152.0,43.43
3591,M,35,6,136,5,5,5,27.2,27.2,27.2
3592,F,56,2,226,8,9,8,28.25,25.11,28.25
3593,F,25,9,44,8,7,8,5.5,6.29,5.5
3594,M,1,0,108,7,8,7,15.43,13.5,15.43
3595,M,25,0,21,4,2,4,5.25,10.5,5.25
3596,F,35,4,75,2,6,2,37.5,12.5,37.5
3597,M,25,17,51,2,7,2,25.5,7.29,25.5
3598,M,56,1,50,2,3,2,25.0,16.67,25.0
3599,M,25,16,123,7,6,7,17.57,20.5,17.57
3600,M,35,20,236,8,5,8,29.5,47.2,29.5
3601,F,35,3,101,7,9,7,14.43,11.22,14.43
3602,M,25,12,58,7,2,7,8.29,29.0,8.29
3603,F,35,7,220,8,2,8,27.5,110.0,27.5
3604,F,1,10,15,3,6,3,5.0,2.5,5.0
3605,M,18,12,76,7,2,7,10.86,38.0,10.86
3606,F,25,15,22,8,5,8,2.75,4.4,2.75
3607,M,35,17,187,7,4,7,26.71,46.75,26.71
3608,F,35,9,69,4,6,4,17.25,11.5,17.25
3609,F,25,17,95,7,2,7,13.57,47.5,13.57
3610,M,18,6,425,8,6,8,53.12,70.83,53.12
3611,M,25,2,145,9,8,9,16.11,18.12,16.11
3612,M,25,14,144,5,5,5,28.8,28.8,28.8
3613,M,25,0,40,6,4,6,6.67,10.0,6.67
3614,M,25,0,114,7,7,7,16.29,16.29,16.29
3615,M,25,17,110,2,6,2,55.0,18.33,55.0
3616,M,45,0,10,6,4,6,1.67,2.5,1.67
3617,M,35,7,32,3,6,3,10.67,5.33,10.67
3618,M,56,17,873,4,4,4,218.25,218.25,218.25
3619,M,50,16,68,8,5,8,8.5,13.6,8.5
3620,M,25,7,304,5,7,5,60.8,43.43,60.8
3621,M,18,4,251,4,7,4,62.75,35.86,62.75
3622,M,18,1,106,3,5,3,35.33,21.2,35.33
3623,M,35,11,11,5,5,5,2.2,2.2,2.2
3624,M,25,12,234,5,3,9,46.8,78.0,26.0
3625,M,18,10,131,7,2,7,18.71,65.5,18.71
3626,M,25,17,597,7,3,7,85.29,199.0,85.29
3627,F,35,1,24,4,7,4,6.0,3.43,6.0
3628,M,25,7,22,7,7,7,3.14,3.14,3.14
3629,F,50,7,33,7,3,7,4.71,11.0,4.71
3630,M,18,4,130,6,9,6,21.67,14.44,21.67
3631,M,18,4,27,8,2,8,3.38,13.5,3.38
3632,M,50,11,22,7,2,7,3.14,11.0,3.14
3633,M,35,18,13,5,4,5,2.6,3.25,2.6
3634,M,50,1,16,4,6,4,4.0,2.67,4.0
3635,M,50,1,98,3,6,3,32.67,16.33,32.67
3636,M,25,0,14,8,8,8,1.75,1.75,1.75
3637,M,25,6,47,7,3,7,6.71,15.67,6.71
3638,M,25,2,82,3,4,3,27.33,20.5,27.33
3639,M,18,4,57,4,5,4,14.25,11.4,14.25
3640,M,35,7,43,7,5,7,6.14,8.6,6.14
3641,M,25,0,334,6,7,6,55.67,47.71,55.67
3642,F,25,7,11,6,2,6,1.83,5.5,1.83
3643,M,25,17,140,6,8,6,23.33,17.5,23.33
3644,F,25,11,23,6,7,6,3.83,3.29,3.83
3645,M,35,17,42,6,2,6,7.0,21.0,7.0
3646,M,35,20,64,3,5,3,21.33,12.8,21.33
3647,M,25,7,22,4,5,4,5.5,4.4,5.5
3648,M,18,4,448,5,2,6,89.6,224.0,74.67
3649,F,25,0,34,9,4,9,3.78,8.5,3.78
3650,M,25,0,550,5,6,5,110.0,91.67,110.0
3651,M,25,14,163,7,7,7,23.29,23.29,23.29
3652,M,25,12,207,3,8,4,69.0,25.88,51.75
3653,M,18,15,80,2,7,2,40.0,11.43,40.0
3654,M,25,17,197,6,2,6,32.83,98.5,32.83
3655,F,25,7,20,3,5,3,6.67,4.0,6.67
3656,F,45,5,55,5,5,5,11.0,11.0,11.0
3657,M,18,17,22,4,2,2,5.5,11.0,11.0
3658,F,25,7,175,2,8,2,87.5,21.88,87.5
3659,M,18,4,61,7,3,7,8.71,20.33,8.71
3660,M,35,7,45,6,4,6,7.5,11.25,7.5
3661,M,35,12,74,9,7,9,8.22,10.57,8.22
3662,M,35,16,45,3,8,3,15.0,5.62,15.0
3663,F,35,9,60,4,4,4,15.0,15.0,15.0
3664,F,35,1,86,8,7,8,10.75,12.29,10.75
3665,M,25,0,138,3,8,3,46.0,17.25,46.0
3666,M,45,0,28,8,6,8,3.5,4.67,3.5
3667,F,1,10,33,7,6,7,4.71,5.5,4.71
3668,F,45,7,26,8,5,6,3.25,5.2,4.33
3669,M,25,14,306,4,5,8,76.5,61.2,38.25
3670,M,45,14,41,8,3,8,5.12,13.67,5.12
3671,M,25,4,76,4,2,4,19.0,38.0,19.0
3672,M,35,5,125,8,8,8,15.62,15.62,15.62
3673,M,25,2,144,7,5,7,20.57,28.8,20.57
3674,M,25,20,54,7,7,7,7.71,7.71,7.71
3675,M,35,7,552,7,4,7,78.86,138.0,78.86
3676,F,35,12,64,7,4,7,9.14,16.0,9.14
3677,F,25,12,90,6,2,6,15.0,45.0,15.0
3678,M,25,0,105,6,7,6,17.5,15.0,17.5
3679,M,25,4,215,4,2,7,53.75,107.5,30.71
3680,F,25,1,38,7,7,7,5.43,5.43,5.43
3681,M,25,7,427,4,8,4,106.75,53.38,106.75
