MovieID,OriginalTitle,CleanTitle,IMDb_ID
2016,"Apple Dumpling Gang Rides Again, The (1979)","Apple Dumpling Gang Rides Again, The",tt0078790
2017,Babes in Toyland (1961),Babes in Toyland,tt0054649
2018,Bambi (1942),Bambi,tt0034492
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Seven Samurai (The Magnificent Seven) (Shichinin no samurai),tt0047478
2020,Dangerous Liaisons (1988),Dangerous Liaisons,tt0094947
2021,Dune (1984),Dune,tt15239678
2022,"Last Temptation of Christ, The (1988)","Last Temptation of Christ, The",tt0095497
2023,"Godfather: Part III, The (1990)","Godfather: Part III, The",tt0099674
2024,"Rapture, The (1991)","Rapture, The",tt0102757
2025,Lolita (1997),Lolita,tt0119558
2026,Disturbing Behavior (1998),Disturbing Behavior,tt0134619
2027,Mafia! (1998),Mafia!,tt0120741
2028,Saving Private Ryan (1998),Saving Private Ryan,tt0120815
2029,Billy's Hollywood Screen Kiss (1997),Billy's Hollywood Screen Kiss,tt0137386
2031,"$1,000,000 Duck (1971)","$1,000,000 Duck",tt0066728
2032,"Barefoot Executive, The (1971)","Barefoot Executive, The",tt0066811
2033,"Black Cauldron, The (1985)","Black Cauldron, The",tt0088814
2034,"Black Hole, The (1979)","Black Hole, The",tt0078869
2035,Blackbeard's Ghost (1968),Blackbeard's Ghost,tt0062737
2036,Blank Check (1994),Blank Check,tt0109287
2037,Candleshoe (1977),Candleshoe,tt0075807
2038,"Cat from Outer Space, The (1978)","Cat from Outer Space, The",tt0077305
2039,Cheetah (1989),Cheetah,tt0097053
2040,"Computer Wore Tennis Shoes, The (1970)","Computer Wore Tennis Shoes, The",tt0065566
2041,Condorman (1981),Condorman,tt0082199
2042,D2: The Mighty Ducks (1994),D2: The Mighty Ducks,tt24593044
2043,Darby O'Gill and the Little People (1959),Darby O'Gill and the Little People,tt24592136
2044,"Devil and Max Devlin, The (1981)","Devil and Max Devlin, The",tt0082263
2045,"Far Off Place, A (1993)","Far Off Place, A",tt0106868
2046,Flight of the Navigator (1986),Flight of the Navigator,tt1444308
2047,"Gnome-Mobile, The (1967)","Gnome-Mobile, The",tt0061715
2048,"Great Mouse Detective, The (1986)","Great Mouse Detective, The",tt0091149
2049,"Happiest Millionaire, The (1967)","Happiest Millionaire, The",tt0061749
2050,Herbie Goes Bananas (1980),Herbie Goes Bananas,tt0080861
2051,Herbie Goes to Monte Carlo (1977),Herbie Goes to Monte Carlo,tt0076137
2052,Hocus Pocus (1993),Hocus Pocus,tt0107120
2053,"Honey, I Blew Up the Kid (1992)","Honey, I Blew Up the Kid",tt0104437
2054,"Honey, I Shrunk the Kids (1989)","Honey, I Shrunk the Kids",tt0097523
2055,Hot Lead and Cold Feet (1978),Hot Lead and Cold Feet,tt0077698
2056,In Search of the Castaways (1962),In Search of the Castaways,tt0056095
2057,"Incredible Journey, The (1963)","Incredible Journey, The",tt0057180
2058,"Negotiator, The (1998)","Negotiator, The",tt4669264
2059,"Parent Trap, The (1998)","Parent Trap, The",tt0055277
2060,BASEketball (1998),BASEketball,tt0131857
2061,Full Tilt Boogie (1997),Full Tilt Boogie,tt0119165
2062,"Governess, The (1998)","Governess, The",tt0120687
2063,Seventh Heaven (Le Septième ciel) (1997),Seventh Heaven (Le Septième ciel),tt0124115
2064,Roger & Me (1989),Roger & Me,tt0098213
2065,"Purple Rose of Cairo, The (1985)","Purple Rose of Cairo, The",tt0089853
2066,Out of the Past (1947),Out of the Past,tt0039689
2067,Doctor Zhivago (1965),Doctor Zhivago,tt0059113
2068,Fanny and Alexander (1982),Fanny and Alexander,tt0083922
2069,"Trip to Bountiful, The (1985)","Trip to Bountiful, The",tt0090203
2070,Tender Mercies (1983),Tender Mercies,tt0086423
2071,And the Band Played On (1993),And the Band Played On,tt0106273
2072,"'burbs, The (1989)","'burbs, The",tt0096734
2073,Fandango (1985),Fandango,tt0089126
2074,"Night Porter, The (Il Portiere di notte) (1974)","Night Porter, The (Il Portiere di notte)",tt0071910
2075,Mephisto (1981),Mephisto,tt0082736
2076,Blue Velvet (1986),Blue Velvet,tt0090756
2077,"Journey of Natty Gann, The (1985)","Journey of Natty Gann, The",tt0089385
2078,"Jungle Book, The (1967)","Jungle Book, The",tt3040964
2079,Kidnapped (1960),Kidnapped,tt14137416
2080,Lady and the Tramp (1955),Lady and the Tramp,tt0048280
2081,"Little Mermaid, The (1989)","Little Mermaid, The",tt5971474
2082,"Mighty Ducks, The (1992)","Mighty Ducks, The",tt0104868
2083,"Muppet Christmas Carol, The (1992)","Muppet Christmas Carol, The",tt13621874
2084,Newsies (1992),Newsies,tt0104990
2085,101 Dalmatians (1961),101 Dalmatians,tt0115433
2086,One Magic Christmas (1985),One Magic Christmas,tt0089731
2087,Peter Pan (1953),Peter Pan,tt0316396
2088,Popeye (1980),Popeye,tt0081353
2089,"Rescuers Down Under, The (1990)","Rescuers Down Under, The",tt0100477
2090,"Rescuers, The (1977)","Rescuers, The",tt0076618
2091,Return from Witch Mountain (1978),Return from Witch Mountain,tt0078158
2092,"Return of Jafar, The (1993)","Return of Jafar, The",tt0107952
2093,Return to Oz (1985),Return to Oz,tt0089908
2094,"Rocketeer, The (1991)","Rocketeer, The",tt0102803
2095,"Shaggy D.A., The (1976)","Shaggy D.A., The",tt0075200
2096,Sleeping Beauty (1959),Sleeping Beauty,tt1588398
2097,Something Wicked This Way Comes (1983),Something Wicked This Way Comes,tt0086336
2098,Son of Flubber (1963),Son of Flubber,tt0057518
2099,Song of the South (1946),Song of the South,tt0038969
2100,Splash (1984),Splash,tt0088161
2101,Squanto: A Warrior's Tale (1994),Squanto: A Warrior's Tale,tt0111271
2102,Steamboat Willie (1940),Steamboat Willie,tt0019422
2103,Tall Tale (1994),Tall Tale,tt0111359
2104,Tex (1982),Tex,tt0084783
2105,Tron (1982),Tron,tt6604188
2106,Swing Kids (1993),Swing Kids,tt0108265
2107,Halloween: H20 (1998),Halloween: H20,tt0120694
2108,L.A. Story (1991),L.A. Story,tt0102250
2109,"Jerk, The (1979)","Jerk, The",tt0079367
2110,Dead Men Don't Wear Plaid (1982),Dead Men Don't Wear Plaid,tt0083798
2111,"Man with Two Brains, The (1983)","Man with Two Brains, The",tt0085894
2112,Grand Canyon (1991),Grand Canyon,tt0101969
2113,Graveyard Shift (1990),Graveyard Shift,tt0099697
2114,"Outsiders, The (1983)","Outsiders, The",tt0086066
2115,Indiana Jones and the Temple of Doom (1984),Indiana Jones and the Temple of Doom,tt0087469
2116,"Lord of the Rings, The (1978)","Lord of the Rings, The",tt7631058
2117,Nineteen Eighty-Four (1984),Nineteen Eighty-Four,tt0087803
2118,"Dead Zone, The (1983)","Dead Zone, The",tt0085407
2119,Maximum Overdrive (1986),Maximum Overdrive,tt0091499
2120,Needful Things (1993),Needful Things,tt0107665
2121,Cujo (1983),Cujo,tt0085382
2122,Children of the Corn (1984),Children of the Corn,tt0087050
2123,All Dogs Go to Heaven (1989),All Dogs Go to Heaven,tt0096787
2124,"Addams Family, The (1991)","Addams Family, The",tt0101272
2125,Ever After: A Cinderella Story (1998),Ever After: A Cinderella Story,tt0120631
2126,Snake Eyes (1998),Snake Eyes,tt8404256
2127,"First Love, Last Rites (1997)","First Love, Last Rites",tt0128214
2128,Safe Men (1998),Safe Men,tt0120813
2129,"Saltmen of Tibet, The (1997)","Saltmen of Tibet, The",tt1429400
2130,Atlantic City (1980),Atlantic City,tt0080388
2131,Autumn Sonata (Höstsonaten ) (1978),Autumn Sonata (Höstsonaten ),tt35228901
2132,Who's Afraid of Virginia Woolf? (1966),Who's Afraid of Virginia Woolf?,tt0061184
2133,Adventures in Babysitting (1987),Adventures in Babysitting,tt0092513
2134,Weird Science (1985),Weird Science,tt0090305
2135,Doctor Dolittle (1967),Doctor Dolittle,tt0118998
2136,"Nutty Professor, The (1963)","Nutty Professor, The",tt0117218
2137,Charlotte's Web (1973),Charlotte's Web,tt0413895
2138,Watership Down (1978),Watership Down,tt0078480
2139,"Secret of NIMH, The (1982)","Secret of NIMH, The",tt0084649
2140,"Dark Crystal, The (1982)","Dark Crystal, The",tt0083791
2141,"American Tail, An (1986)","American Tail, An",tt0090633
2142,"American Tail: Fievel Goes West, An (1991)","American Tail: Fievel Goes West, An",tt0101329
2143,Legend (1985),Legend,tt3569230
2144,Sixteen Candles (1984),Sixteen Candles,tt0088128
2145,Pretty in Pink (1986),Pretty in Pink,tt0091790
2146,St. Elmo's Fire (1985),St. Elmo's Fire,tt0090060
2147,"Clan of the Cave Bear, The (1986)","Clan of the Cave Bear, The",tt0090848
2148,House (1986),House,tt0412142
2149,House II: The Second Story (1987),House II: The Second Story,tt0093220
2150,"Gods Must Be Crazy, The (1980)","Gods Must Be Crazy, The",tt0080801
2151,"Gods Must Be Crazy II, The (1989)","Gods Must Be Crazy II, The",tt0097443
2152,Air Bud: Golden Receiver (1998),Air Bud: Golden Receiver,tt0140796
2153,"Avengers, The (1998)","Avengers, The",tt0848228
2154,How Stella Got Her Groove Back (1998),How Stella Got Her Groove Back,tt0120703
2155,"Slums of Beverly Hills, The (1998)","Slums of Beverly Hills, The",tt27358283
2156,"Best Man, The (Il Testimone dello sposo) (1997)","Best Man, The (Il Testimone dello sposo)",tt0133413
2157,"Chambermaid on the Titanic, The (1998)","Chambermaid on the Titanic, The",tt0129923
2158,"Henry: Portrait of a Serial Killer, Part 2 (1996)","Henry: Portrait of a Serial Killer, Part 2",tt0116516
2159,Henry: Portrait of a Serial Killer (1990),Henry: Portrait of a Serial Killer,tt29200033
2160,Rosemary's Baby (1968),Rosemary's Baby,tt0063522
2161,"NeverEnding Story, The (1984)","NeverEnding Story, The",tt0088323
2162,"NeverEnding Story II: The Next Chapter, The (1990)","NeverEnding Story II: The Next Chapter, The",tt0100240
2163,Attack of the Killer Tomatoes! (1980),Attack of the Killer Tomatoes!,tt0080391
2164,Surf Nazis Must Die (1987),Surf Nazis Must Die,tt7160644
2165,Your Friends and Neighbors (1998),Your Friends and Neighbors,tt30459041
2166,Return to Paradise (1998),Return to Paradise,tt32059608
2167,Blade (1998),Blade,tt1856101
2168,Dance with Me (1998),Dance with Me,tt0120576
2169,Dead Man on Campus (1998),Dead Man on Campus,tt0118301
2170,Wrongfully Accused (1998),Wrongfully Accused,tt0120901
2171,"Next Stop, Wonderland (1998)","Next Stop, Wonderland",tt0119778
2173,"Navigator: A Mediaeval Odyssey, The (1988)","Navigator: A Mediaeval Odyssey, The",tt0095709
2174,Beetlejuice (1988),Beetlejuice,tt0094721
2175,Déjà Vu (1997),Déjà Vu,tt0453467
2176,Rope (1948),Rope,tt0040746
2177,Family Plot (1976),Family Plot,tt0074512
2178,Frenzy (1972),Frenzy,tt0068611
2179,Topaz (1969),Topaz,tt0065112
2180,Torn Curtain (1966),Torn Curtain,tt0061107
2181,Marnie (1964),Marnie,tt0058329
2182,"Wrong Man, The (1956)","Wrong Man, The",tt0051207
2183,"Man Who Knew Too Much, The (1956)","Man Who Knew Too Much, The",tt0049470
2184,"Trouble with Harry, The (1955)","Trouble with Harry, The",tt0048750
2185,I Confess (1953),I Confess,tt0045897
2186,Strangers on a Train (1951),Strangers on a Train,tt0044079
2187,Stage Fright (1950),Stage Fright,tt0042994
2188,54 (1998),54,tt0120577
2189,I Married A Strange Person (1997),I Married A Strange Person,tt0119346
2190,Why Do Fools Fall In Love? (1998),Why Do Fools Fall In Love?,tt0123324
2191,"Merry War, A (1997)","Merry War, A",tt0119453
2192,See the Sea (Regarde la mer) (1997),See the Sea (Regarde la mer),tt0139564
2193,Willow (1988),Willow,tt0096446
2194,"Untouchables, The (1987)","Untouchables, The",tt0094226
2195,Dirty Work (1998),Dirty Work,tt0120654
2196,Knock Off (1998),Knock Off,tt0120724
2197,Firelight (1997),Firelight,tt0119125
2198,Modulations (1998),Modulations,tt0139468
2199,Phoenix (1998),Phoenix,tt2764784
2200,Under Capricorn (1949),Under Capricorn,tt0042004
2201,"Paradine Case, The (1947)","Paradine Case, The",tt0039694
2202,Lifeboat (1944),Lifeboat,tt0037017
2203,Shadow of a Doubt (1943),Shadow of a Doubt,tt0036342
2204,Saboteur (1942),Saboteur,tt0035279
2205,Mr. & Mrs. Smith (1941),Mr. & Mrs. Smith,tt0356910
2206,Suspicion (1941),Suspicion,tt12026710
2207,Jamaica Inn (1939),Jamaica Inn,tt0031505
2208,"Lady Vanishes, The (1938)","Lady Vanishes, The",tt0030341
2209,Young and Innocent (1937),Young and Innocent,tt0029811
2210,Sabotage (1936),Sabotage,tt1742334
2211,Secret Agent (1936),Secret Agent,tt0028231
2212,"Man Who Knew Too Much, The (1934)","Man Who Knew Too Much, The",tt0025452
2213,Waltzes from Vienna (1933),Waltzes from Vienna,tt0024747
2214,Number Seventeen (1932),Number Seventeen,tt0023285
2215,Rich and Strange (1932),Rich and Strange,tt0023395
2216,"Skin Game, The (1931)","Skin Game, The",tt6141886
2217,Elstree Calling (1930),Elstree Calling,tt0020852
2218,Juno and Paycock (1930),Juno and Paycock,tt0021015
2219,Murder! (1930),Murder!,tt0086765
2220,"Manxman, The (1929)","Manxman, The",tt0020142
2221,Blackmail (1929),Blackmail,tt6972140
2222,Champagne (1928),Champagne,tt0018756
2223,"Farmer's Wife, The (1928)","Farmer's Wife, The",tt0018876
2224,Downhill (1927),Downhill,tt4558376
2225,Easy Virtue (1927),Easy Virtue,tt0808244
2226,"Ring, The (1927)","Ring, The",tt0120737
2227,"Lodger, The (1926)","Lodger, The",tt0017075
2228,"Mountain Eagle, The (1926)","Mountain Eagle, The",tt0016127
2229,"Pleasure Garden, The (1925)","Pleasure Garden, The",tt0016230
2230,Always Tell Your Wife (1923),Always Tell Your Wife,tt0818899
2231,Rounders (1998),Rounders,tt0128442
2232,Cube (1997),Cube,tt0123755
2233,Digging to China (1998),Digging to China,tt0118980
2234,Let's Talk About Sex (1998),Let's Talk About Sex,tt1284067
2235,One Man's Hero (1999),One Man's Hero,tt0120775
2236,Simon Birch (1998),Simon Birch,tt0124879
2237,Without Limits (1998),Without Limits,tt0119934
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Seven Beauties (Pasqualino Settebellezze),tt7183978
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),tt0073817
2240,My Bodyguard (1980),My Bodyguard,tt0081207
2241,Class (1983),Class,tt0085346
2242,"Grandview, U.S.A. (1984)","Grandview, U.S.A.",tt0087359
2243,Broadcast News (1987),Broadcast News,tt0092699
2244,"Allnighter, The (1987)","Allnighter, The",tt0092537
2245,Working Girl (1988),Working Girl,tt0096463
2246,Stars and Bars (1988),Stars and Bars,tt0096166
2247,Married to the Mob (1988),Married to the Mob,tt0095593
2248,Say Anything... (1989),Say Anything...,tt0098258
2249,My Blue Heaven (1990),My Blue Heaven,tt0100212
2250,Men Don't Leave (1990),Men Don't Leave,tt0100134
2251,"Cabinet of Dr. Ramirez, The (1991)","Cabinet of Dr. Ramirez, The",tt0101530
2252,Hero (1992),Hero,tt0299977
2253,Toys (1992),Toys,tt0105629
2254,Choices (1981),Choices,tt0082172
2255,Young Doctors in Love (1982),Young Doctors in Love,tt0084938
2256,Parasite (1982),Parasite,tt6751668
2257,No Small Affair (1984),No Small Affair,tt0087810
2258,Master Ninja I (1984),Master Ninja I,tt1871731
2259,Blame It on Rio (1984),Blame It on Rio,tt0086973
2260,Wisdom (1986),Wisdom,tt0092225
2261,One Crazy Summer (1986),One Crazy Summer,tt0091680
2262,About Last Night... (1986),About Last Night...,tt0090583
2263,"Seventh Sign, The (1988)","Seventh Sign, The",tt0096073
2264,We're No Angels (1989),We're No Angels,tt0098625
2265,Nothing But Trouble (1991),Nothing But Trouble,tt0102558
2266,"Butcher's Wife, The (1991)","Butcher's Wife, The",tt0101523
2267,Mortal Thoughts (1991),Mortal Thoughts,tt0102469
2268,"Few Good Men, A (1992)","Few Good Men, A",tt0104257
2269,Indecent Proposal (1993),Indecent Proposal,tt0107211
2270,"Century of Cinema, A (1994)","Century of Cinema, A",tt0109390
2271,Permanent Midnight (1998),Permanent Midnight,tt0120788
2272,One True Thing (1998),One True Thing,tt0120776
2273,Rush Hour (1998),Rush Hour,tt0120812
2274,Lilian's Story (1995),Lilian's Story,tt0113658
2275,Six-String Samurai (1998),Six-String Samurai,tt0118736
2276,"Soldier's Daughter Never Cries, A (1998)","Soldier's Daughter Never Cries, A",tt0120835
2277,Somewhere in the City (1997),Somewhere in the City,tt0120162
2278,Ronin (1998),Ronin,tt0122690
2279,Urban Legend (1998),Urban Legend,tt0146336
2280,Clay Pigeons (1998),Clay Pigeons,tt0118863
2281,Monument Ave. (1998),Monument Ave.,tt0119802
2282,Pecker (1998),Pecker,tt0126604
2283,"Sheltering Sky, The (1990)","Sheltering Sky, The",tt0100594
2284,Bandit Queen (1994),Bandit Queen,tt0109206
2285,If.... (1968),If....,tt11152168
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)","Fiendish Plot of Dr. Fu Manchu, The",tt0080731
2287,Them! (1954),Them!,tt9064858
2288,"Thing, The (1982)","Thing, The",tt0084787
2289,"Player, The (1992)","Player, The",tt0105151
2290,Stardust Memories (1980),Stardust Memories,tt0081554
2291,Edward Scissorhands (1990),Edward Scissorhands,tt0099487
2292,Overnight Delivery (1996),Overnight Delivery,tt0117276
2293,Shadrach (1998),Shadrach,tt20254700
2294,Antz (1998),Antz,tt0120587
2295,"Impostors, The (1998)","Impostors, The",tt0120823
2296,"Night at the Roxbury, A (1998)","Night at the Roxbury, A",tt0120770
2297,What Dreams May Come (1998),What Dreams May Come,tt0120889
2298,Strangeland (1998),Strangeland,tt0124102
2299,"Battle of the Sexes, The (1959)","Battle of the Sexes, The",tt1848360
2300,"Producers, The (1968)","Producers, The",tt0063462
2301,History of the World: Part I (1981),History of the World: Part I,tt0082517
2302,My Cousin Vinny (1992),My Cousin Vinny,tt0104952
2303,Nashville (1975),Nashville,tt2281375
2304,Love Is the Devil (1998),Love Is the Devil,tt0119577
2305,Slam (1998),Slam,tt0139615
2306,Holy Man (1998),Holy Man,tt0120701
2307,One Tough Cop (1998),One Tough Cop,tt0122642
2308,Detroit 9000 (1973),Detroit 9000,tt0069966
2310,"Mighty, The (1998)","Mighty, The",tt0104868
2311,2010 (1984),2010,tt0086837
2312,Children of a Lesser God (1986),Children of a Lesser God,tt0090830
2313,"Elephant Man, The (1980)","Elephant Man, The",tt0080678
2314,Beloved (1998),Beloved,tt0120603
2315,Bride of Chucky (1998),Bride of Chucky,tt0144120
2316,Practical Magic (1998),Practical Magic,tt0120791
2317,"Alarmist, The (1997)","Alarmist, The",tt0119534
2318,Happiness (1998),Happiness,tt0147612
2319,Reach the Rock (1997),Reach the Rock,tt0119986
2320,Apt Pupil (1998),Apt Pupil,tt0118636
2321,Pleasantville (1998),Pleasantville,tt0120789
2322,Soldier (1998),Soldier,tt0120157
2323,"Cruise, The (1998)","Cruise, The",tt0150230
2324,Life Is Beautiful (La Vita è bella) (1997),Life Is Beautiful (La Vita è bella),tt25973956
2325,Orgazmo (1997),Orgazmo,tt0124819
2326,Shattered Image (1998),Shattered Image,tt0111160
2327,Tales from the Darkside: The Movie (1990),Tales from the Darkside: The Movie,tt14615770
2328,Vampires (1998),Vampires,tt0120877
2329,American History X (1998),American History X,tt0120586
2330,Hands on a Hard Body (1996),Hands on a Hard Body,tt0116481
2331,Living Out Loud (1998),Living Out Loud,tt0120722
2332,Belly (1998),Belly,tt0158493
2333,Gods and Monsters (1998),Gods and Monsters,tt0120684
2334,"Siege, The (1998)","Siege, The",tt0133952
2335,"Waterboy, The (1998)","Waterboy, The",tt0120484
2336,Elizabeth (1998),Elizabeth,tt0127536
2337,Velvet Goldmine (1998),Velvet Goldmine,tt0120879
2338,I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer,tt0130018
2339,I'll Be Home For Christmas (1998),I'll Be Home For Christmas,tt5860940
2340,Meet Joe Black (1998),Meet Joe Black,tt0119643
2341,Dancing at Lughnasa (1998),Dancing at Lughnasa,tt0120643
2342,Hard Core Logo (1996),Hard Core Logo,tt0116488
2343,"Naked Man, The (1998)","Naked Man, The",tt0120767
2344,Runaway Train (1985),Runaway Train,tt0089941
2345,Desert Bloom (1986),Desert Bloom,tt0090934
2346,"Stepford Wives, The (1975)","Stepford Wives, The",tt0073747
2347,"Pope of Greenwich Village, The (1984)","Pope of Greenwich Village, The",tt0087932
2348,Sid and Nancy (1986),Sid and Nancy,tt0091954
2349,Mona Lisa (1986),Mona Lisa,tt0304415
2350,Heart Condition (1990),Heart Condition,tt0099750
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Nights of Cabiria (Le Notti di Cabiria),tt0050783
2352,"Big Chill, The (1983)","Big Chill, The",tt0085244
2353,Enemy of the State (1998),Enemy of the State,tt0120660
2354,"Rugrats Movie, The (1998)","Rugrats Movie, The",tt0134067
2355,"Bug's Life, A (1998)","Bug's Life, A",tt0120623
2356,Celebrity (1998),Celebrity,tt0120533
2357,Central Station (Central do Brasil) (1998),Central Station (Central do Brasil),tt0140888
2358,Savior (1998),Savior,tt0120070
2359,Waking Ned Devine (1998),Waking Ned Devine,tt0166396
2360,"Celebration, The (Festen) (1998)","Celebration, The (Festen)",tt0154420
2361,Pink Flamingos (1972),Pink Flamingos,tt0069089
2362,Glen or Glenda (1953),Glen or Glenda,tt0045826
2363,Godzilla (Gojira) (1954),Godzilla (Gojira),tt15677046
2364,Godzilla (Gojira) (1984),Godzilla (Gojira),tt15677046
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),King Kong vs. Godzilla (Kingukongu tai Gojira),tt15677046
2366,King Kong (1933),King Kong,tt0360717
2367,King Kong (1976),King Kong,tt0360717
2368,King Kong Lives (1986),King Kong Lives,tt0091344
2369,Desperately Seeking Susan (1985),Desperately Seeking Susan,tt0089017
2370,"Emerald Forest, The (1985)","Emerald Forest, The",tt0089087
2371,Fletch (1985),Fletch,tt0089155
2372,Fletch Lives (1989),Fletch Lives,tt0097366
2373,Red Sonja (1985),Red Sonja,tt0089893
2374,Gung Ho (1986),Gung Ho,tt0091159
2375,"Money Pit, The (1986)","Money Pit, The",tt0091541
2376,"View to a Kill, A (1985)","View to a Kill, A",tt0090264
2382,Police Academy 5: Assignment: Miami Beach (1988),Police Academy 5: Assignment: Miami Beach,tt0095882
2383,Police Academy 6: City Under Siege (1989),Police Academy 6: City Under Siege,tt0098105
2384,Babe: Pig in the City (1998),Babe: Pig in the City,tt0120595
2385,Home Fries (1998),Home Fries,tt0119304
2386,Jerry Springer: Ringmaster (1998),Jerry Springer: Ringmaster,tt0165494
2387,Very Bad Things (1998),Very Bad Things,tt0124198
2388,Steam: The Turkish Bath (Hamam) (1997),Steam: The Turkish Bath (Hamam),tt0119248
2389,Psycho (1998),Psycho,tt0054215
2390,Little Voice (1998),Little Voice,tt0147004
2391,"Simple Plan, A (1998)","Simple Plan, A",tt0120324
2392,Jack Frost (1998),Jack Frost,tt0141109
2393,Star Trek: Insurrection (1998),Star Trek: Insurrection,tt0120844
2394,"Prince of Egypt, The (1998)","Prince of Egypt, The",tt0120794
2395,Rushmore (1998),Rushmore,tt0128445
2396,Shakespeare in Love (1998),Shakespeare in Love,tt0138097
2397,Mass Appeal (1984),Mass Appeal,tt0087688
2398,Miracle on 34th Street (1947),Miracle on 34th Street,tt0110527
2399,Santa Claus: The Movie (1985),Santa Claus: The Movie,tt2072793
2400,Prancer (1989),Prancer,tt0098115
2401,Pale Rider (1985),Pale Rider,tt0089767
2402,Rambo: First Blood Part II (1985),Rambo: First Blood Part II,tt0089880
2403,First Blood (1982),First Blood,tt0083944
2404,Rambo III (1988),Rambo III,tt0095956
2405,"Jewel of the Nile, The (1985)","Jewel of the Nile, The",tt0089370
2406,Romancing the Stone (1984),Romancing the Stone,tt0088011
2407,Cocoon (1985),Cocoon,tt0088933
2408,Cocoon: The Return (1988),Cocoon: The Return,tt0094890
2409,Rocky II (1979),Rocky II,tt0079817
2410,Rocky III (1982),Rocky III,tt0084602
2411,Rocky IV (1985),Rocky IV,tt0089927
2412,Rocky V (1990),Rocky V,tt0100507
2413,Clue (1985),Clue,tt0088930
2414,Young Sherlock Holmes (1985),Young Sherlock Holmes,tt0090357
2415,Violets Are Blue... (1986),Violets Are Blue...,tt0092173
2416,Back to School (1986),Back to School,tt0090685
2417,Heartburn (1986),Heartburn,tt0091188
2418,Nothing in Common (1986),Nothing in Common,tt0091653
2419,Extremities (1986),Extremities,tt0091024
2420,"Karate Kid, The (1984)","Karate Kid, The",tt0087538
2421,"Karate Kid, Part II, The (1986)","Karate Kid, Part II, The",tt0091326
2422,"Karate Kid III, The (1989)","Karate Kid III, The",tt0097647
2423,Christmas Vacation (1989),Christmas Vacation,tt0097958
2424,You've Got Mail (1998),You've Got Mail,tt0128853
2425,"General, The (1998)","General, The",tt0017925
2426,"Theory of Flight, The (1998)","Theory of Flight, The",tt0120861
2427,"Thin Red Line, The (1998)","Thin Red Line, The",tt0120863
2428,"Faculty, The (1998)","Faculty, The",tt0133751
2429,Mighty Joe Young (1998),Mighty Joe Young,tt0120751
2430,Mighty Joe Young (1949),Mighty Joe Young,tt0120751
2431,Patch Adams (1998),Patch Adams,tt0129290
2432,Stepmom (1998),Stepmom,tt0120686
2433,"Civil Action, A (1998)","Civil Action, A",tt0120633
2434,Down in the Delta (1998),Down in the Delta,tt0142231
2435,Hurlyburly (1998),Hurlyburly,tt0119336
2436,Tea with Mussolini (1999),Tea with Mussolini,tt0120857
2437,Wilde (1997),Wilde,tt0120514
2438,Outside Ozona (1998),Outside Ozona,tt0144546
2439,Affliction (1997),Affliction,tt0118564
2440,Another Day in Paradise (1998),Another Day in Paradise,tt1243922
2441,"Hi-Lo Country, The (1998)","Hi-Lo Country, The",tt0120699
2442,Hilary and Jackie (1998),Hilary and Jackie,tt0150915
2443,Playing by Heart (1998),Playing by Heart,tt0145734
2444,24 7: Twenty Four Seven (1997),24 7: Twenty Four Seven,tt29285840
2445,At First Sight (1999),At First Sight,tt2183014
2446,In Dreams (1999),In Dreams,tt27604215
2447,Varsity Blues (1999),Varsity Blues,tt0139699
2448,Virus (1999),Virus,tt0120458
2449,"Garbage Pail Kids Movie, The (1987)","Garbage Pail Kids Movie, The",tt0093072
2450,Howard the Duck (1986),Howard the Duck,tt0091225
2451,"Gate, The (1987)","Gate, The",tt0142688
2452,"Gate II: Trespassers, The (1990)","Gate II: Trespassers, The",tt0099636
2453,"Boy Who Could Fly, The (1986)","Boy Who Could Fly, The",tt0090768
2454,"Fly, The (1958)","Fly, The",tt0091064
2455,"Fly, The (1986)","Fly, The",tt0091064
2456,"Fly II, The (1989)","Fly II, The",tt0097368
2457,Running Scared (1986),Running Scared,tt0404390
2458,Armed and Dangerous (1986),Armed and Dangerous,tt0090660
2459,"Texas Chainsaw Massacre, The (1974)","Texas Chainsaw Massacre, The",tt0324216
2460,"Texas Chainsaw Massacre 2, The (1986)","Texas Chainsaw Massacre 2, The",tt0092076
2461,Leatherface: Texas Chainsaw Massacre III (1990),Leatherface: Texas Chainsaw Massacre III,tt0099994
2462,"Return of the Texas Chainsaw Massacre, The (1994)","Return of the Texas Chainsaw Massacre, The",tt0110978
2463,Ruthless People (1986),Ruthless People,tt0091877
2464,Trick or Treat (1986),Trick or Treat,tt0092112
2465,Deadly Friend (1986),Deadly Friend,tt0090917
2466,Belizaire the Cajun (1986),Belizaire the Cajun,tt0090710
2467,"Name of the Rose, The (1986)","Name of the Rose, The",tt0091605
2468,Jumpin' Jack Flash (1986),Jumpin' Jack Flash,tt0091306
2469,Peggy Sue Got Married (1986),Peggy Sue Got Married,tt0091738
